gene_name,gene_id,tax_id
Cact,34969,7227
Cactus,34969,7227
Chif,34974,7227
CaBp1,34976,7227
JHAMT,34977,7227
JHamt,34977,7227
Jhamt,34977,7227
IDGF1,34978,7227
idgf1,34978,7227
IDGF2,34979,7227
idgf2,34979,7227
IDGF3,34981,7227
idgf3,34981,7227
DAC,34982,7227
Dac,34982,7227
dach,34982,7227
TPR2,34984,7227
dTpr2,34984,7227
dtpr2,34984,7227
tpr2,34984,7227
TRPgamma,34991,7227
trp-gamma,34991,7227
trpgamma,34991,7227
Chk1,34993,7227
Grp,34993,7227
chk1,34993,7227
dChk1,34993,7227
Cyt c,34995,7227
CytC,34995,7227
Cytc,34995,7227
cyt c,34995,7227
cyt-c-d,34995,7227
cytc-d,34995,7227
dc3,34995,7227
Cyt c,34996,7227
Cytc,34996,7227
cyt c,34996,7227
cyt-c-p,34996,7227
cyt-c2,34996,7227
cytC-p,34996,7227
dc4,34996,7227
vhaSFD,34997,7227
Psmb2,34999,7227
beta-4,34999,7227
Glu,35001,7227
Smc4,35001,7227
LSM7,35003,7227
Lsm7,35003,7227
Yellow-b,35005,7227
MHC,35007,7227
Mrp,35007,7227
ifm(2)2,35007,7227
ifm(2)RU1,35007,7227
mhc,35007,7227
Cas,35016,7227
cas,35016,7227
dcas,35016,7227
Tweek,35026,7227
cg12288,35027,7227
Beat-IIIb,35031,7227
Beat-IIIa,35035,7227
Beat-IIIC,35037,7227
Beat-IIIc,35037,7227
Clip-190,35042,7227
Clip190,35042,7227
D-Clip-190,35042,7227
RPB11,35043,7227
DIF,35045,7227
dif,35045,7227
DL,35047,7227
Dl,35047,7227
dL,35047,7227
BICD,35051,7227
Bic-D,35051,7227
Cog5,35054,7227
FWS,35054,7227
Fws,35054,7227
Qua,35058,7227
Dhc,35061,7227
Dhc36c,35061,7227
dhc,35061,7227
oli,35066,7227
Syt3,35068,7227
sytalpha,35068,7227
DN-CAd,35070,7227
DN-Cad,35070,7227
DN-cad,35070,7227
DNcad,35070,7227
N-cad,35070,7227
NCad,35070,7227
Ncad,35070,7227
cadN,35070,7227
n-cad,35070,7227
ncad,35070,7227
DN-cad2,35071,7227
Ncad2,35071,7227
cadN2,35071,7227
Dhc36D,35073,7227
Rdo,35077,7227
ARR1,35078,7227
arr1,35078,7227
Kel,35084,7227
SOCS36E,35085,7227
SocS36E,35085,7227
Socs,35085,7227
Socs36e,35085,7227
socs36E,35085,7227
socs36e,35085,7227
Acp36De,35096,7227
FAS3,35097,7227
Fas III,35097,7227
FasIII,35097,7227
fas III,35097,7227
fas-III,35097,7227
fas3,35097,7227
fasIII,35097,7227
fascIII,35097,7227
Rps26,35098,7227
rpS26,35098,7227
NCM,35099,7227
BSF,35100,7227
DmLrpprc1,35100,7227
dmlrpprc1,35100,7227
Dntf-2r,35101,7227
Grnd,35103,7227
Kon,35104,7227
UGT301D1,35105,7227
PDE11,35107,7227
pde11,35107,7227
Amos,35110,7227
cg10333,35112,7227
dAtac2,35113,7227
cyp310a1,35115,7227
MSL-1,35121,7227
Msl-1,35121,7227
Msl1,35121,7227
msl,35121,7227
msl1,35121,7227
irk3,35131,7227
Ham,35135,7227
UGT36F1,35137,7227
UGT36D1,35138,7227
UGT36E1,35139,7227
mRpL13,35146,7227
TUP,35147,7227
Tup,35147,7227
isl,35147,7227
islet,35147,7227
Ssp3,35149,7227
NEDD8,35151,7227
nedd8,35151,7227
nak,35154,7227
TANGO6,35155,7227
efhd2,35158,7227
emc5,35159,7227
Robl37BC,35166,7227
side,35168,7227
Hook,35169,7227
TTC19,35172,7227
cg15173,35172,7227
acn,35173,7227
dacn,35173,7227
TuB2,35174,7227
RPN3,35176,7227
LIM3,35184,7227
lim3,35184,7227
anon-37Cs,35189,7227
cs,35189,7227
DDC,35190,7227
ddc,35190,7227
cg10689,35192,7227
BRAT,35197,7227
Brat,35197,7227
gamma-tub,35199,7227
gamma-tub37C,35199,7227
gammaTUB37C,35199,7227
gammaTub,35199,7227
gammaTub37c,35199,7227
gammatub,35199,7227
DNT,35207,7227
FON,35211,7227
Fon,35211,7227
PAX,35215,7227
dPax,35215,7227
pax,35215,7227
lectin-galC1,35216,7227
Rtcb,35220,7227
rab9,35221,7227
RanGap,35223,7227
Rangap,35223,7227
Sd,35223,7227
Sd-RanGap,35223,7227
ranGAP,35223,7227
ranGap,35223,7227
rangap,35223,7227
TOP2,35225,7227
Topo II,35225,7227
TopoII,35225,7227
top2,35225,7227
topo II,35225,7227
topoII,35225,7227
TJ,35227,7227
Tj,35227,7227
S(rux)2B,35235,7227
Swm,35235,7227
top3alpha,35236,7227
topo IIIalpha,35236,7227
hasp,35238,7227
Ref(2)P,35246,7227
Ref(2)p,35246,7227
Ref2p,35246,7227
p62,35246,7227
ref(2)p,35246,7227
ref2p,35246,7227
TEP4,35248,7227
Tep IV,35248,7227
TepIV,35248,7227
tep4,35248,7227
tepIV,35248,7227
Spi,35253,7227
Msb1l,35254,7227
hakai,35256,7227
DLar,35259,7227
Dlar,35259,7227
LAR,35259,7227
Ptp38A,35259,7227
dlar,35259,7227
lar,35259,7227
NF-YB,35261,7227
BSH,35266,7227
Bsh,35266,7227
cdGAPr,35267,7227
cg10466,35268,7227
Cox4,35279,7227
CoxIV,35279,7227
cox4,35279,7227
SNPF,35286,7227
snpf,35286,7227
Barr,35287,7227
Cap-H,35287,7227
Chk2,35288,7227
DmChk2,35288,7227
Dmchk2,35288,7227
Lok,35288,7227
Mnk,35288,7227
chk-2,35288,7227
chk2,35288,7227
mnk,35288,7227
Vls,35289,7227
Klp38B,35293,7227
Neb,35293,7227
klp38B,35293,7227
TAF13,35297,7227
Taf18,35297,7227
taf13,35297,7227
mRpS18b,35299,7227
dpix,35306,7227
pix,35306,7227
rhoGEF,35306,7227
rtGEF,35306,7227
UGT37A1,35307,7227
Ugt37a1,35307,7227
ARC-p34,35311,7227
ARPC2,35311,7227
Arc-p34,35311,7227
Apc8,35315,7227
CDC23,35315,7227
cdc23,35315,7227
Dik2,35329,7227
Ik2,35329,7227
dik2,35329,7227
ik2,35329,7227
ikkepsilon,35329,7227
cen,35330,7227
Dhr38,35332,7227
HR38,35332,7227
dHR38,35332,7227
dhr38,35332,7227
hr38,35332,7227
carT,35334,7227
cart,35334,7227
Fs(2)ket,35336,7227
fs(2)Ket,35336,7227
impbeta,35336,7227
ketel,35336,7227
NS4,35338,7227
ns4,35338,7227
RHAU,35339,7227
cg9323,35339,7227
DIA,35340,7227
Dia,35340,7227
CAD,35341,7227
Cad,35341,7227
POMP,35342,7227
pomp,35342,7227
Vari,35343,7227
Che-2,35349,7227
OSEG5,35349,7227
oseg5,35349,7227
Sky,35359,7227
MTP,35362,7227
mtp,35362,7227
RpA2,35364,7227
Dnhe2,35376,7227
NHE2,35376,7227
dNhe2,35376,7227
nhe2,35376,7227
DAP160,35378,7227
dap160,35378,7227
cg9253,35379,7227
Del,35380,7227
E2F2,35381,7227
E2f,35381,7227
dE2f2,35381,7227
de2f2,35381,7227
e2f2,35381,7227
MPP6,35382,7227
mpp6,35382,7227
nbr,35385,7227
MCM10,35390,7227
mcm10,35390,7227
Clumsy,35394,7227
Atg18,35396,7227
HR39,35398,7227
ftz-F1beta,35398,7227
ftz-f1beta,35398,7227
mio,35402,7227
mondo,35402,7227
DIMM,35404,7227
Dimm,35404,7227
Nrv3,35408,7227
LAMP1,35411,7227
Lamp,35411,7227
dLamp,35411,7227
lamp1,35411,7227
NOMPB,35414,7227
NompB,35414,7227
osm-5,35414,7227
DF31,35418,7227
AC3,35419,7227
ac3,35419,7227
CUL2,35420,7227
cul-2,35420,7227
cul2,35420,7227
EF2b,35422,7227
Ef2,35422,7227
Ef2B,35422,7227
Ef2b,35422,7227
eF2,35422,7227
ef2b,35422,7227
Grp1,35425,7227
Step,35425,7227
TSH,35430,7227
Tsh,35430,7227
CLAMP,35445,7227
clamp,35445,7227
IR40a,35449,7227
RPL21,35453,7227
TIF-IA,35454,7227
TIf-IA,35454,7227
Tif-1A,35454,7227
Tif-1a,35454,7227
TnC41C,35473,7227
Tnc1,35473,7227
GUS,35478,7227
Gus,35478,7227
ATF6,35480,7227
atf6,35480,7227
Tra1,35483,7227
tra1,35483,7227
D4,35485,7227
dd4,35485,7227
Ogt,35486,7227
SXC,35486,7227
Sxc,35486,7227
ogt,35486,7227
laccase2,35494,7227
Tnc4,35498,7227
tnC4,35498,7227
tpnc4,35498,7227
NOT3,35501,7227
not3,35501,7227
Kune,35504,7227
Scaf,35505,7227
AP,35509,7227
Ap,35509,7227
GP210,35512,7227
gp188,35512,7227
gp210,35512,7227
ZNT41F,35513,7227
cg11163,35513,7227
dZnT41F,35513,7227
OR42a,35514,7227
Or42A,35514,7227
OR42b,35516,7227
BUBR1,35522,7227
Bub1,35522,7227
Dmbub1,35522,7227
bub1,35522,7227
bubR1,35522,7227
bubr1,35522,7227
MLE,35523,7227
Mle,35523,7227
Dsrc42A,35524,7227
SRC42A,35524,7227
Src42a,35524,7227
dSrc42A,35524,7227
dtk5,35524,7227
src,35524,7227
src42,35524,7227
src42A,35524,7227
src42a,35524,7227
Act42a,35526,7227
act42A,35526,7227
actin,35526,7227
pngl,35527,7227
Dream,35528,7227
STRICA,35528,7227
Strica/Dream,35528,7227
dream,35528,7227
strica,35528,7227
Scap,35529,7227
dScap,35529,7227
dscap,35529,7227
TBCE,35532,7227
tbce,35532,7227
CCHa2r,35535,7227
ars2,35539,7227
ECR,35540,7227
Ecr,35540,7227
Ecr1B,35540,7227
EcrB1,35540,7227
Usp,35540,7227
dECR,35540,7227
dmEcR,35540,7227
ecr,35540,7227
CYP6W1,35543,7227
CYP6w1,35543,7227
Cyp6W1,35543,7227
ptr,35546,7227
Bin3,35552,7227
Tomboy40,35553,7227
PLD,35554,7227
dPld,35554,7227
pld,35554,7227
Jing,35555,7227
TRAP1,35559,7227
trap1,35559,7227
BAP170,35560,7227
bap170,35560,7227
Dm geminin,35563,7227
Geminin,35563,7227
gem,35563,7227
Sced,35564,7227
tdc,35573,7227
tdc1,35573,7227
Dmob4,35576,7227
MOB4,35576,7227
dMob4,35576,7227
dmob4,35576,7227
DRab2,35577,7227
Drab2,35577,7227
rab2,35577,7227
ZIP42C.1,35579,7227
Zip1,35579,7227
cg9428,35579,7227
dZip1,35579,7227
dZip42C.1,35579,7227
ZIP42C.2,35580,7227
cg9430,35580,7227
dZip2,35580,7227
dZip42C.2,35580,7227
EB1,35584,7227
dEb1,35584,7227
dmEB1,35584,7227
eb1,35584,7227
CYP6A2,35587,7227
CYP6a2,35587,7227
Cyp6A2,35587,7227
cyp6a2,35587,7227
D-Epac,35588,7227
epac,35588,7227
SDH-Ip,35590,7227
SDHb,35590,7227
Sdhb,35590,7227
sdhB,35590,7227
Ubl,35592,7227
Koi,35594,7227
Vimar,35609,7227
Tsp42EI,35618,7227
sun,35620,7227
tsp42ej,35620,7227
LBM,35623,7227
Lbm,35623,7227
pgant3,35627,7227
CYP9B1,35634,7227
Cyp9B2,35635,7227
cyp9b2,35635,7227
Dor87,35644,7227
OR43a,35644,7227
Or43A,35644,7227
dor87,35644,7227
or43a,35644,7227
GADD45,35646,7227
gadd45,35646,7227
INCENP,35649,7227
incenp,35649,7227
DScam,35652,7227
DsCam,35652,7227
Dscam,35652,7227
dScam,35652,7227
dscam,35652,7227
dscam1,35652,7227
Cos,35653,7227
Cos2,35653,7227
Cos[2],35653,7227
cos-2,35653,7227
cos2,35653,7227
DHX15,35654,7227
cg11107,35654,7227
GR43a,35655,7227
gr43a,35655,7227
glo1,35656,7227
SO,35662,7227
So,35662,7227
FA2H,35670,7227
INOS,35671,7227
coop,35677,7227
DPA,35679,7227
DmMcm4,35679,7227
Dpa,35679,7227
Mcm4,35679,7227
mcm4,35679,7227
Didum,35680,7227
MyoV,35680,7227
myoV,35680,7227
DmOrc1,35686,7227
ORC1,35686,7227
orc1,35686,7227
CYT-B5,35688,7227
Gpo,35689,7227
gpo-2,35689,7227
corin,35691,7227
Blow,35694,7227
Abp8,35696,7227
Scra,35696,7227
ani,35696,7227
anil,35696,7227
anillin,35696,7227
p62,35709,7227
u2a,35713,7227
TOR,35717,7227
Tor,35717,7227
DGAT2,35719,7227
GAPDH1,35728,7227
Gapdh,35728,7227
Gapdh-1,35728,7227
gapdh,35728,7227
gapdh-1,35728,7227
gapdh1,35728,7227
nop17l,35730,7227
SAX,35731,7227
Sax,35731,7227
dgk,35738,7227
CUL1,35742,7227
cul-1,35742,7227
cul1,35742,7227
dCul1,35742,7227
lin19,35742,7227
OR43b,35743,7227
KDM4A,35744,7227
dkdm4a,35744,7227
kdm4a,35744,7227
RnH1,35746,7227
DROSHA,35747,7227
Drosha,35747,7227
Azot,35751,7227
Nito,35756,7227
cg2910,35756,7227
Csn4,35759,7227
Dch4,35759,7227
csn4,35759,7227
Acc,35761,7227
acc,35761,7227
Seh1,35762,7227
nup44A,35762,7227
seh1,35762,7227
HEY,35764,7227
hesr-1,35764,7227
hey,35764,7227
Sut1,35774,7227
TMEM63,35779,7227
CUL4,35780,7227
cul-4,35780,7227
cul4,35780,7227
Udd,35781,7227
ASAP,35783,7227
Asap1,35783,7227
NUP50,35784,7227
nup50,35784,7227
SOCS44A,35786,7227
Socs44a,35786,7227
socs44A,35786,7227
DmPBP49,35787,7227
PABP2,35788,7227
Rox2,35788,7227
pAbp2,35788,7227
pabp2,35788,7227
rox2,35788,7227
obp44a,35789,7227
ragC,35793,7227
GASZ,35795,7227
gasz,35795,7227
mlh1,35796,7227
Lrp1,35799,7227
lrp1,35799,7227
DPN,35800,7227
Dpn,35800,7227
PNUT,35801,7227
Pnut,35801,7227
Pdm3,35813,7227
Csn7,35816,7227
csn7,35816,7227
LCP1,35817,7227
lcp1,35817,7227
LCP2,35818,7227
lcp2,35818,7227
LCP3,35819,7227
lcp3,35819,7227
LCP4,35820,7227
lcp4,35820,7227
Cyp4AD1,35821,7227
CYP4E2,35822,7227
CyP4e2,35822,7227
Cyp4E2,35822,7227
cyp4e2,35822,7227
lvpH,35824,7227
lvpD,35825,7227
lvpL,35826,7227
CYP6A14,35835,7227
Cyp6A14,35835,7227
CYP6A13,35837,7227
Cyp6A13,35837,7227
cyp6a13,35837,7227
CIRL,35846,7227
dcirl,35846,7227
VPS25,35847,7227
vps25,35847,7227
GLE1,35849,7227
PTC,35851,7227
Ptc,35851,7227
ptch,35851,7227
PGRP-SC1A,35859,7227
pgrp-sc,35859,7227
pgrp-sc1,35859,7227
PGRP-SC1B,35861,7227
pgrp-sc,35861,7227
pgrp-sc1,35861,7227
pgrp-sc,35862,7227
pgrp-sc2,35862,7227
GCL,35864,7227
Gcl,35864,7227
StmA,35865,7227
rbo,35865,7227
SEC31,35877,7227
sec31,35877,7227
Ana2,35878,7227
MRGBP,35880,7227
ggamma1,35881,7227
Tcp1-theta,35882,7227
cct8,35882,7227
Gpi,35886,7227
PGI,35886,7227
gpi,35886,7227
pgi,35886,7227
SPT,35889,7227
spt,35889,7227
Pan2,35893,7227
pan2,35893,7227
fanci,35895,7227
Atr-1,35900,7227
Atr-I,35900,7227
BABO,35900,7227
Babo,35900,7227
atr-I,35900,7227
np,35904,7227
ance-4,35909,7227
ppo2,35910,7227
proPO45,35910,7227
Ana,35913,7227
DBP45A,35917,7227
dbp45A,35917,7227
ski3,35921,7227
VANG,35922,7227
stb,35922,7227
stbm,35922,7227
vang,35922,7227
vang/stbm,35922,7227
TSU,35924,7227
Tsu,35924,7227
cg8781,35924,7227
y14,35924,7227
Mys45a,35925,7227
Dpias,35927,7227
SU(VAR)2-10,35927,7227
Su(Var)2-10,35927,7227
dPIAS,35927,7227
dpias,35927,7227
pias,35927,7227
zimp,35927,7227
GSTE13,35928,7227
gste13,35928,7227
Shrb,35933,7227
vps32,35933,7227
prp38,35934,7227
rme-8,35939,7227
Rab-RP1,35940,7227
ltd,35940,7227
rab32,35940,7227
Cg8027,35943,7227
vhaAC45,35944,7227
CYP4P2,35946,7227
HIG,35949,7227
Dpkn,35950,7227
PKN,35950,7227
dPKN,35950,7227
pkn,35950,7227
mad1,35954,7227
DREP2,35955,7227
Drep-2,35955,7227
drep2,35955,7227
rep2,35955,7227
DmMyD88,35956,7227
DmMyd88,35956,7227
MYD88,35956,7227
MyD88,35956,7227
dMyD88,35956,7227
dMyd88,35956,7227
kra,35956,7227
myd88,35956,7227
Wun,35966,7227
DmPdk,35970,7227
PDK,35970,7227
pdk,35970,7227
CED-6,35971,7227
Ced-6,35971,7227
dced-6,35971,7227
drced-6,35971,7227
camta,35974,7227
Dwnt-2,35975,7227
Dwnt2,35975,7227
dWnt2,35975,7227
wnt-2,35975,7227
wnt2,35975,7227
BRP,35977,7227
Brp,35977,7227
Mabnc82,35977,7227
Nc82,35977,7227
mAbnc82,35977,7227
nc82,35977,7227
cg1827,35989,7227
Cp60,35991,7227
MAP60,35991,7227
GSTT1,35995,7227
gstt1,35995,7227
MMP2,35997,7227
dmmp2,35997,7227
mmp2,35997,7227
UBA1,35998,7227
uba-1,35998,7227
uba1,35998,7227
Cdi4,36001,7227
DAP,36001,7227
Dap,36001,7227
cdi4,36001,7227
TRPL,36003,7227
TrpL,36003,7227
Trpl,36003,7227
dTrpL,36003,7227
trpL,36003,7227
LSM11,36013,7227
dLsm11,36013,7227
mArc,36014,7227
VAMP7,36015,7227
vamp7,36015,7227
ORC6,36017,7227
orc6,36017,7227
PROSalpha7,36018,7227
alpha-7,36018,7227
alpha7,36018,7227
pcb,36020,7227
Sec24,36025,7227
sec24,36025,7227
Tea,36027,7227
FmrF,36030,7227
Fmrf,36030,7227
dFmrf,36030,7227
dFmrfa,36030,7227
fmrf,36030,7227
D-Mef2,36032,7227
D-mef2,36032,7227
DMef-2,36032,7227
DMef2,36032,7227
Dmef-2,36032,7227
Dmef2,36032,7227
MEF2,36032,7227
Mef-2,36032,7227
dMEF2,36032,7227
dMEf2,36032,7227
dMef2,36032,7227
dmef2,36032,7227
mef,36032,7227
mef-2,36032,7227
mef2,36032,7227
PAL1,36033,7227
dPAL1,36033,7227
EVE,36039,7227
Eve,36039,7227
Ter94,36040,7227
Vcp,36040,7227
cdc48,36040,7227
dvcp,36040,7227
ter94,36040,7227
vcp,36040,7227
PKA-R2,36041,7227
PKa-R2,36041,7227
Pka-RII,36041,7227
cos1,36041,7227
pkA,36041,7227
pka RII,36041,7227
pka-RII,36041,7227
cg12129,36044,7227
Oys,36045,7227
DEF,36047,7227
def,36047,7227
Pent,36048,7227
pent,36048,7227
cdc2rk,36051,7227
Egr,36054,7227
regg1,36054,7227
D-jun,36057,7227
DJun,36057,7227
Djun,36057,7227
JRA,36057,7227
Jun,36057,7227
d-Jun,36057,7227
d-jun,36057,7227
dJUN,36057,7227
dJra,36057,7227
dJun,36057,7227
djun,36057,7227
jra,36057,7227
jun,36057,7227
14-3-3ZETA,36059,7227
Leo,36059,7227
Par-5,36059,7227
d14-3-3zeta,36059,7227
leo,36059,7227
par-5,36059,7227
PFK,36060,7227
pfk,36060,7227
dKCNQ,36071,7227
kcnq1,36071,7227
Tbcel,36072,7227
Dhr3,36073,7227
HR3,36073,7227
dHR3,36073,7227
dhr3,36073,7227
hr46,36073,7227
HDC,36076,7227
hdc,36076,7227
SYB,36080,7227
Vamp,36080,7227
syb,36080,7227
cap,36084,7227
rexin,36084,7227
JhI-1,36086,7227
jhI-1,36086,7227
tRNase Z,36086,7227
ndg,36089,7227
Gr47A,36094,7227
IR47a,36095,7227
G-oalpha47a,36104,7227
bkh,36104,7227
drogpad,36104,7227
goalpha,36104,7227
Cyp49A1,36105,7227
CAF1-105,36107,7227
Caf1,36107,7227
caf1-105,36107,7227
p105,36107,7227
cg11777,36108,7227
Cpt1,36109,7227
cpt1,36109,7227
PSQ,36118,7227
Psq,36118,7227
GIT,36122,7227
dgit,36122,7227
git,36122,7227
Stip,36123,7227
elp2,36123,7227
Fmi,36125,7227
STAN,36125,7227
Stan,36125,7227
fmi,36125,7227
DRab3,36127,7227
Drab3,36127,7227
dRab3,36127,7227
drab3,36127,7227
rab3,36127,7227
daao,36128,7227
MAT1,36130,7227
WDE,36133,7227
Wde,36133,7227
DGO,36139,7227
Dgo,36139,7227
RPB5,36160,7227
spn47C,36163,7227
SHN,36171,7227
Shn,36171,7227
SYX7,36173,7227
avl,36173,7227
syx7,36173,7227
Metro,36176,7227
cg13227,36179,7227
OR47a,36187,7227
dor24,36187,7227
or47a,36187,7227
TnC,36195,7227
TnC47D,36195,7227
Cpr47eg,36196,7227
fbl6,36201,7227
Dare,36203,7227
FPPS,36209,7227
fpps,36209,7227
fps,36209,7227
OR47b,36212,7227
or47b,36212,7227
Sha,36213,7227
LambdaTry,36214,7227
KappaTry,36215,7227
ZetaTry,36216,7227
EtaTry,36217,7227
GammaTry,36221,7227
IotaTry,36223,7227
SOD3,36232,7227
dSod3,36232,7227
CK02422a,36235,7227
DRIP,36236,7227
drip,36236,7227
E(PC),36238,7227
e(Pc),36238,7227
e(pc),36238,7227
INV,36239,7227
Inv,36239,7227
EN,36240,7227
En,36240,7227
TOU,36241,7227
Tou,36241,7227
egm,36242,7227
roc2,36246,7227
BUFFY,36251,7227
Buffy/dBorg-2,36251,7227
buffy,36251,7227
Etf,36252,7227
IR48b,36254,7227
Pyr,36255,7227
IR48c,36257,7227
Tango3,36257,7227
Ths,36258,7227
ds2p,36262,7227
MTOR,36264,7227
Tpr,36264,7227
mTOR,36264,7227
mTor,36264,7227
mtor,36264,7227
TwdlBeta,36265,7227
DAMM,36266,7227
damm,36266,7227
Cuff,36269,7227
Erp60,36270,7227
Ef1alpha 48D,36271,7227
Ef1alpha1,36271,7227
Ef1alpha48D,36271,7227
ef-1alpha,36271,7227
dMCPH1,36272,7227
mcph1,36272,7227
ZIP48C,36273,7227
cg13189,36273,7227
Exp,36276,7227
cg8979,36277,7227
dmPI31,36277,7227
dAdd1,36278,7227
dadd1,36278,7227
RNRS,36280,7227
RNrS,36280,7227
RnRs,36280,7227
Rnr2,36280,7227
Rnrs,36280,7227
rnr2,36280,7227
rnrS,36280,7227
Rho-7,36281,7227
Dtkr,36283,7227
Dtrk,36283,7227
OTK,36283,7227
Otk,36283,7227
dTrk,36283,7227
dmppe,36285,7227
PDS5,36286,7227
Pds5,36286,7227
Gtp-bp,36288,7227
DREP1,36290,7227
Drep-1,36290,7227
drep1,36290,7227
DREP3,36292,7227
Drep-3,36292,7227
drep-3,36292,7227
drep3,36292,7227
Jeb,36295,7227
skpB,36298,7227
Pimet,36301,7227
hen1,36301,7227
prp8,36304,7227
smD3,36306,7227
smd3,36306,7227
ODA,36307,7227
oda,36307,7227
Cct5,36308,7227
Tcp1-epsilon,36308,7227
cct5,36308,7227
endoG,36309,7227
WASH,36311,7227
Wash,36311,7227
deb-b,36314,7227
CYP6G1,36316,7227
CYP6g1,36316,7227
Cyp6G1,36316,7227
cyp6g1,36316,7227
Cyp6G2,36317,7227
Cyp6T3,36318,7227
cyp6t3,36318,7227
RPS11,36321,7227
vha36-2,36328,7227
CAM,36329,7227
CaM,36329,7227
cam,36329,7227
Sip2,36332,7227
Garz,36337,7227
DEN1,36339,7227
Ana3,36341,7227
OR49a,36350,7227
nup54,36360,7227
lac,36363,7227
Dgt5,36364,7227
DH44-R2,36368,7227
Dh44R2,36368,7227
Achi,36373,7227
Dcc,36377,7227
Fra,36377,7227
Cyp301A1,36378,7227
Stil,36380,7227
SIN3A,36382,7227
Sin3,36382,7227
Sin3a,36382,7227
sin3,36382,7227
sin3A,36382,7227
sin3a,36382,7227
Damp,36383,7227
amph,36383,7227
dAmp,36383,7227
damph,36383,7227
Dgq,36384,7227
Galpha49b,36384,7227
dGq,36384,7227
dGqalpha,36384,7227
dgq,36384,7227
dgqalpha,36384,7227
galpha49B,36384,7227
SPT4,36387,7227
Spt4,36387,7227
dSpt4,36387,7227
dspt4,36387,7227
ISWI,36390,7227
Nurf-140,36390,7227
iswi,36390,7227
ZNT49B,36393,7227
cg8632,36393,7227
Nemy,36395,7227
nup188,36397,7227
Obp49A,36399,7227
obp49a,36399,7227
MOS,36404,7227
dmos,36404,7227
mos,36404,7227
TAZ,36405,7227
taz,36405,7227
DGKepsilon,36408,7227
dgkepsilon,36408,7227
NACalpha,36409,7227
Sca,36411,7227
BalaT,36417,7227
balat,36417,7227
LFG,36418,7227
NMDA1,36419,7227
Aats-asp,36420,7227
aats-asp,36420,7227
VG,36421,7227
Vg,36421,7227
MDR49,36428,7227
mdr49,36428,7227
PSC,36431,7227
psc,36431,7227
SU(Z)2,36432,7227
Su(Z)2,36432,7227
Suz2,36432,7227
su(z)2,36432,7227
su(z)3,36432,7227
DRL-2,36436,7227
drl-2,36436,7227
CAP-G,36440,7227
cap-G,36440,7227
cap-g,36440,7227
dCAP-G,36440,7227
dCap-G,36440,7227
dcap-g,36440,7227
TPPII,36444,7227
Dnrk,36445,7227
nrk,36445,7227
dGLaz,36447,7227
glaz,36447,7227
SPT-I,36448,7227
Spt1,36448,7227
DmOrc3,36454,7227
Lat,36454,7227
ORC3,36454,7227
lat,36454,7227
orc3,36454,7227
dFsn,36460,7227
fsn,36460,7227
DP,36461,7227
Dp1,36461,7227
dDP1,36461,7227
dDp,36461,7227
dp,36461,7227
PEX13,36462,7227
pex13,36462,7227
QSOX1,36464,7227
qsox1,36464,7227
GSTE14,36467,7227
gste14,36467,7227
Dmmp20,36468,7227
MP20,36468,7227
mp20,36468,7227
DH31-R,36475,7227
Dh31-R1,36475,7227
Dh31R,36475,7227
Dh31r,36475,7227
dh31-R1,36475,7227
att,36484,7227
attC,36484,7227
im10,36486,7227
CNN,36491,7227
Cnn,36491,7227
Cbs,36492,7227
CBC,36494,7227
Cbc,36494,7227
cg5970,36494,7227
CENP-A/Cid,36495,7227
CID,36495,7227
CenH3,36495,7227
CenH3[Cid],36495,7227
Cenp-A,36495,7227
CenpA,36495,7227
Cid,36495,7227
cenH3,36495,7227
cenpA,36495,7227
Bbc,36496,7227
DRK,36497,7227
Drk,36497,7227
Grb2,36497,7227
Mars,36498,7227
MIP120,36499,7227
Mip120,36499,7227
Droe1,36508,7227
cg6155,36508,7227
droe1,36508,7227
Fand,36514,7227
Xab2,36514,7227
Fl(2)d,36527,7227
gyr,36533,7227
RacGAP50c,36538,7227
RacGap,36538,7227
RacGap50C,36538,7227
TUM,36538,7227
Tum,36538,7227
acGAP,36538,7227
racGAP50C,36538,7227
racGAP50c,36538,7227
Shot,36542,7227
grv,36542,7227
kak,36542,7227
DJ-1a,36543,7227
Dj-1alpha,36543,7227
Ago-1,36544,7227
Ago1,36544,7227
ago1,36544,7227
dAgo1,36544,7227
dmAgo1,36544,7227
rpn13,36545,7227
CP1,36546,7227
Dcp-1,36546,7227
Dcp1,36546,7227
cp1,36546,7227
st4,36548,7227
MAM,36555,7227
Mam,36555,7227
dMam,36555,7227
Nsl3,36560,7227
cg8233,36560,7227
cg8241,36561,7227
prp22,36561,7227
O-FUT1,36564,7227
OFut1,36564,7227
Ofut-1,36564,7227
Ofut1,36564,7227
o-fut1,36564,7227
Tango7,36565,7227
eIF3M,36565,7227
tango7,36565,7227
CG,36571,7227
Cg,36571,7227
Vgat,36574,7227
vGAT,36574,7227
Dsox-15,36575,7227
SOX15,36575,7227
Sox50E,36575,7227
SoxF,36575,7227
sox15,36575,7227
RPS23,36576,7227
OPA1,36578,7227
Opa1-like,36578,7227
dOpa1,36578,7227
opa1,36578,7227
opa1-like,36578,7227
Usp20,36580,7227
usp20-33,36580,7227
MDR50,36582,7227
mdr50,36582,7227
HSC70-5,36583,7227
Hsc5,36583,7227
Hsc70,36583,7227
hsc5,36583,7227
hsc70,36583,7227
hsc70-5,36583,7227
beta4GalNacTA,36585,7227
Dsps1,36587,7227
SPS1,36587,7227
